id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language
514,514,3,1,85,14,4277,148,324,472,39,491,1
515,515,4,4,85,16,7252,116,170,286,27,263,1
516,516,4,1,85,14,3948,175,277,452,37,461,1
517,517,4,3,86,6,3927,79,128,207,27,190,1
518,518,1,1,86,9,710,145,38,183,27,168,3
519,519,4,4,87,9,2429,174,78,252,41,267,3
520,520,1,1,85,5,6405,194,91,285,35,285,1
521,521,2,2,88,3,651,126,49,175,38,180,3
522,522,1,3,86,17,9135,317,119,436,34,432,2
523,523,2,4,87,11,1435,289,88,377,28,351,3
524,524,-1,-1,87,8,5922,260,144,404,24,360,1
525,525,1,4,88,4,847,158,59,217,18,180,3
526,526,3,3,88,16,8050,302,145,447,52,523,2
527,527,1,1,87,9,4620,451,48,499,28,464,1
528,528,2,4,87,34,2352,661,132,793,23,698,3
529,529,1,1,88,10,2174,64,54,118,25,106,1
530,530,-1,4,86,39,19894,284,230,514,50,591,1
531,531,2,1,86,18,6699,182,126,308,35,308,1
532,532,2,3,87,27,14987,173,332,505,19,424,1
533,533,2,2,88,9,4004,252,7,259,28,241,1
534,534,4,3,85,11,12824,131,180,311,51,361,1
535,535,2,3,85,8,2331,106,39,145,6,103,1
536,536,3,3,85,9,5817,96,108,204,29,192,1
537,537,2,3,85,7,2989,116,72,188,18,156,1
538,538,3,3,85,6,3136,86,49,135,32,131,1
539,539,2,3,85,17,14434,221,121,342,35,342,1
540,540,1,1,87,12,2583,61,96,157,18,130,1
541,541,1,3,86,12,3647,132,89,221,5,155,2
542,542,3,7,86,13,8232,45,387,432,16,350,2
543,543,1,1,86,12,3276,55,112,167,12,129,2
544,544,1,4,87,8,2723,124,52,176,14,139,2
545,545,3,3,87,5,3472,120,126,246,15,197,2
546,546,1,2,87,6,1575,47,32,79,14,62,2
547,547,1,1,86,12,2926,126,107,233,23,205,2
548,548,3,2,86,6,1876,101,45,146,15,117,2
549,549,1,1,86,5,2520,78,99,177,14,140,1
550,550,4,7,86,13,1603,69,74,143,14,113,1
551,551,1,3,86,8,3626,194,97,291,35,291,2
552,552,2,-1,87,10,6783,224,110,334,28,309,2
553,553,2,4,87,15,11361,323,184,507,35,507,2
554,554,1,3,86,6,1267,42,31,73,27,67,2
555,555,1,2,87,5,2548,74,43,117,25,105,2
556,556,3,4,87,10,1155,101,57,158,9,117,2
557,557,0,4,86,6,546,97,42,139,6,99,3
558,558,2,3,84,13,2275,134,77,211,13,165,2
559,559,4,5,86,26,9100,482,227,709,26,645,2
560,560,0,2,84,6,595,213,73,286,6,203,3
561,561,0,-1,84,22,3941,139,143,282,22,245,2
562,562,2,3,86,24,13860,473,182,655,40,688,2
563,563,4,4,85,12,1400,229,169,398,39,414,3
564,564,4,3,83,12,2800,227,73,300,34,297,1
565,565,4,4,82,24,9520,395,193,588,40,617,1
566,566,4,3,86,12,5880,469,176,645,43,697,3
567,567,4,4,85,36,23940,886,241,1127,34,1116,1
568,568,1,4,85,12,5152,253,52,305,34,302,1
569,569,0,0,86,4,5635,197,124,321,33,315,1
570,570,4,4,85,1,805,40,60,100,18,83,1
571,571,0,0,86,5,3829,200,119,319,30,303,1
572,572,0,0,86,4,2149,140,94,234,24,208,1
573,573,0,0,86,4,2821,97,89,186,38,192,1
574,574,2,1,85,9,2569,119,42,161,25,145,2
575,575,1,2,83,13,3913,186,52,238,25,214,1
576,576,3,1,85,12,7854,172,88,260,30,247,1
577,577,3,4,83,4,2422,78,38,116,24,103,1
578,578,4,1,84,21,4067,167,99,266,24,237,1
579,579,2,1,84,17,9051,146,112,258,40,271,1
580,580,1,1,84,3,2282,33,72,105,19,88,1
581,581,3,4,85,8,4172,162,61,223,32,216,1
582,582,4,4,85,9,4977,223,121,344,28,320,1
583,583,3,2,85,8,1617,119,48,167,26,152,2
584,584,4,3,85,8,3192,57,43,100,43,108,1
585,585,4,4,86,14,3437,68,316,384,20,326,2
586,586,3,4,87,14,4494,9,386,395,21,340,2
587,587,4,2,86,5,840,58,34,92,29,86,1
588,588,4,4,86,12,14973,318,269,587,34,581,2
589,589,2,4,85,18,5180,88,170,258,34,255,1
590,590,2,4,86,5,5775,306,132,438,37,447,1
591,591,4,1,87,20,10577,304,78,382,39,397,1
592,592,1,4,86,8,3983,89,200,289,33,283,1
593,593,4,1,85,14,3164,86,230,316,33,310,1
594,594,2,0,86,6,3542,71,235,306,37,312,1
595,595,3,1,85,14,4277,148,324,472,39,491,1
596,596,4,4,85,16,7252,116,170,286,27,263,1
597,597,4,1,85,14,3948,175,277,452,37,461,1
598,598,4,3,86,6,3927,79,128,207,27,190,1
599,599,1,1,86,9,710,145,38,183,27,168,3
600,600,4,4,87,9,2429,174,78,252,41,267,3
601,601,1,1,85,5,6405,194,91,285,35,285,1
602,602,2,2,88,3,651,126,49,175,38,180,3
603,603,1,3,86,17,9135,317,119,436,34,432,2
604,604,2,4,87,11,1435,289,88,377,28,351,3
605,605,-1,-1,87,8,5922,260,144,404,24,360,1
606,606,1,4,88,4,847,158,59,217,18,180,3
607,607,3,3,88,16,8050,302,145,447,52,523,2
608,608,1,1,87,9,4620,451,48,499,28,464,1
609,609,2,4,87,34,2352,661,132,793,23,698,3
610,610,1,1,88,10,2174,64,54,118,25,106,1
611,611,-1,4,86,39,19894,284,230,514,50,591,1
612,612,2,1,86,18,6699,182,126,308,35,308,1
613,613,2,3,87,27,14987,173,332,505,19,424,1
614,614,2,2,88,9,4004,252,7,259,28,241,1
615,615,4,3,85,11,12824,131,180,311,51,361,1
616,616,2,3,85,8,2331,106,39,145,6,103,1
617,617,3,3,85,9,5817,96,108,204,29,192,1
618,618,2,3,85,7,2989,116,72,188,18,156,1
619,619,3,3,85,6,3136,86,49,135,32,131,1
620,620,2,3,85,17,14434,221,121,342,35,342,1
621,621,1,1,87,12,2583,61,96,157,18,130,1
622,622,1,3,86,12,3647,132,89,221,5,155,2
623,623,3,7,86,13,8232,45,387,432,16,350,2
624,624,1,1,86,12,3276,55,112,167,12,129,2
625,625,1,4,87,8,2723,124,52,176,14,139,2
626,626,3,3,87,5,3472,120,126,246,15,197,2
627,627,1,2,87,6,1575,47,32,79,14,62,2
628,628,1,1,86,12,2926,126,107,233,23,205,2
629,629,3,2,86,6,1876,101,45,146,15,117,2
630,630,1,1,86,5,2520,78,99,177,14,140,1
631,631,4,7,86,13,1603,69,74,143,14,113,1
632,632,1,3,86,8,3626,194,97,291,35,291,2
633,633,2,-1,87,10,6783,224,110,334,28,309,2
634,634,2,4,87,15,11361,323,184,507,35,507,2
635,635,1,3,86,6,1267,42,31,73,27,67,2
636,636,1,2,87,5,2548,74,43,117,25,105,2
637,637,3,4,87,10,1155,101,57,158,9,117,2
638,638,0,4,86,6,546,97,42,139,6,99,3
639,639,2,3,84,13,2275,134,77,211,13,165,2
640,640,4,5,86,26,9100,482,227,709,26,645,2
641,641,0,2,84,6,595,213,73,286,6,203,3
642,642,0,-1,84,22,3941,139,143,282,22,245,2
643,643,2,3,86,24,13860,473,182,655,40,688,2
644,644,4,4,85,12,1400,229,169,398,39,414,3
645,645,4,3,83,12,2800,227,73,300,34,297,1
646,646,4,4,82,24,9520,395,193,588,40,617,1
647,647,4,3,86,12,5880,469,176,645,43,697,3
648,648,4,4,85,36,23940,886,241,1127,34,1116,1
649,649,1,4,85,12,5152,253,52,305,34,302,1
650,650,0,0,86,4,5635,197,124,321,33,315,1
651,651,4,4,85,1,805,40,60,100,18,83,1
652,652,0,0,86,5,3829,200,119,319,30,303,1
653,653,0,0,86,4,2149,140,94,234,24,208,1
654,654,0,0,86,4,2821,97,89,186,38,192,1
655,655,2,1,85,9,2569,119,42,161,25,145,2
656,656,1,2,83,13,3913,186,52,238,25,214,1
657,657,3,1,85,12,7854,172,88,260,30,247,1
658,658,3,4,83,4,2422,78,38,116,24,103,1
659,659,4,1,84,21,4067,167,99,266,24,237,1
660,660,2,1,84,17,9051,146,112,258,40,271,1
661,661,1,1,84,3,2282,33,72,105,19,88,1
662,662,3,4,85,8,4172,162,61,223,32,216,1
663,663,4,4,85,9,4977,223,121,344,28,320,1
664,664,3,2,85,8,1617,119,48,167,26,152,2
665,665,4,3,85,8,3192,57,43,100,43,108,1
666,666,4,4,86,14,3437,68,316,384,20,326,2
667,667,3,4,87,14,4494,9,386,395,21,340,2
668,668,4,2,86,5,840,58,34,92,29,86,1
669,669,4,4,86,12,14973,318,269,587,34,581,2
670,670,2,4,85,18,5180,88,170,258,34,255,1
671,671,2,4,86,5,5775,306,132,438,37,447,1
672,672,4,1,87,20,10577,304,78,382,39,397,1
673,673,1,4,86,8,3983,89,200,289,33,283,1
674,674,4,1,85,14,3164,86,230,316,33,310,1
675,675,2,0,86,6,3542,71,235,306,37,312,1
676,676,3,1,85,14,4277,148,324,472,39,491,1
677,677,4,4,85,16,7252,116,170,286,27,263,1
678,678,4,1,85,14,3948,175,277,452,37,461,1
679,679,4,3,86,6,3927,79,128,207,27,190,1
680,680,1,1,86,9,710,145,38,183,27,168,3
681,681,4,4,87,9,2429,174,78,252,41,267,3
682,682,1,1,85,5,6405,194,91,285,35,285,1
683,683,2,2,88,3,651,126,49,175,38,180,3
684,684,1,3,86,17,9135,317,119,436,34,432,2
685,685,2,4,87,11,1435,289,88,377,28,351,3
686,686,-1,-1,87,8,5922,260,144,404,24,360,1
687,687,1,4,88,4,847,158,59,217,18,180,3
688,688,3,3,88,16,8050,302,145,447,52,523,2
689,689,1,1,87,9,4620,451,48,499,28,464,1
690,690,2,4,87,34,2352,661,132,793,23,698,3
691,691,1,1,88,10,2174,64,54,118,25,106,1
692,692,-1,4,86,39,19894,284,230,514,50,591,1
693,693,2,1,86,18,6699,182,126,308,35,308,1
694,694,2,3,87,27,14987,173,332,505,19,424,1
695,695,2,2,88,9,4004,252,7,259,28,241,1
696,696,4,3,85,11,12824,131,180,311,51,361,1
697,697,2,3,85,8,2331,106,39,145,6,103,1
698,698,3,3,85,9,5817,96,108,204,29,192,1
699,699,2,3,85,7,2989,116,72,188,18,156,1
700,700,3,3,85,6,3136,86,49,135,32,131,1
701,701,2,3,85,17,14434,221,121,342,35,342,1
702,702,1,1,87,12,2583,61,96,157,18,130,1
703,703,1,3,86,12,3647,132,89,221,5,155,2
704,704,3,7,86,13,8232,45,387,432,16,350,2
705,705,1,1,86,12,3276,55,112,167,12,129,2
706,706,1,4,87,8,2723,124,52,176,14,139,2
707,707,3,3,87,5,3472,120,126,246,15,197,2
708,708,1,2,87,6,1575,47,32,79,14,62,2
709,709,1,1,86,12,2926,126,107,233,23,205,2
710,710,3,2,86,6,1876,101,45,146,15,117,2
711,711,1,1,86,5,2520,78,99,177,14,140,1
712,712,4,7,86,13,1603,69,74,143,14,113,1
713,713,1,3,86,8,3626,194,97,291,35,291,2
714,714,2,-1,87,10,6783,224,110,334,28,309,2
715,715,2,4,87,15,11361,323,184,507,35,507,2
716,716,1,3,86,6,1267,42,31,73,27,67,2
717,717,1,2,87,5,2548,74,43,117,25,105,2
718,718,3,4,87,10,1155,101,57,158,9,117,2
719,719,0,4,86,6,546,97,42,139,6,99,3
720,720,2,3,84,13,2275,134,77,211,13,165,2
721,721,4,5,86,26,9100,482,227,709,26,645,2
722,722,0,2,84,6,595,213,73,286,6,203,3
723,723,0,-1,84,22,3941,139,143,282,22,245,2
724,724,2,3,86,24,13860,473,182,655,40,688,2
725,725,4,4,85,12,1400,229,169,398,39,414,3
726,726,4,3,83,12,2800,227,73,300,34,297,1
727,727,4,4,82,24,9520,395,193,588,40,617,1
728,728,4,3,86,12,5880,469,176,645,43,697,3
729,729,4,4,85,36,23940,886,241,1127,34,1116,1
730,730,1,4,85,12,5152,253,52,305,34,302,1
731,731,0,0,86,4,5635,197,124,321,33,315,1
732,732,4,4,85,1,805,40,60,100,18,83,1
733,733,0,0,86,5,3829,200,119,319,30,303,1
734,734,0,0,86,4,2149,140,94,234,24,208,1
735,735,0,0,86,4,2821,97,89,186,38,192,1
736,736,2,1,85,9,2569,119,42,161,25,145,2
737,737,1,2,83,13,3913,186,52,238,25,214,1
738,738,3,1,85,12,7854,172,88,260,30,247,1
739,739,3,4,83,4,2422,78,38,116,24,103,1
740,740,4,1,84,21,4067,167,99,266,24,237,1
741,741,2,1,84,17,9051,146,112,258,40,271,1
742,742,1,1,84,3,2282,33,72,105,19,88,1
743,743,3,4,85,8,4172,162,61,223,32,216,1
744,744,4,4,85,9,4977,223,121,344,28,320,1
745,745,3,2,85,8,1617,119,48,167,26,152,2
746,746,4,3,85,8,3192,57,43,100,43,108,1
747,747,4,4,86,14,3437,68,316,384,20,326,2
748,748,3,4,87,14,4494,9,386,395,21,340,2
749,749,4,2,86,5,840,58,34,92,29,86,1
750,750,4,4,86,12,14973,318,269,587,34,581,2
751,751,2,4,85,18,5180,88,170,258,34,255,1
752,752,2,4,86,5,5775,306,132,438,37,447,1
753,753,4,1,87,20,10577,304,78,382,39,397,1
754,754,1,4,86,8,3983,89,200,289,33,283,1
755,755,4,1,85,14,3164,86,230,316,33,310,1
756,756,2,0,86,6,3542,71,235,306,37,312,1
757,757,3,1,85,14,4277,148,324,472,39,491,1
758,758,4,4,85,16,7252,116,170,286,27,263,1
759,759,4,1,85,14,3948,175,277,452,37,461,1
760,760,4,3,86,6,3927,79,128,207,27,190,1
761,761,1,1,86,9,710,145,38,183,27,168,3
762,762,4,4,87,9,2429,174,78,252,41,267,3
763,763,1,1,85,5,6405,194,91,285,35,285,1
764,764,2,2,88,3,651,126,49,175,38,180,3
765,765,1,3,86,17,9135,317,119,436,34,432,2
766,766,2,4,87,11,1435,289,88,377,28,351,3
767,767,-1,-1,87,8,5922,260,144,404,24,360,1
768,768,1,4,88,4,847,158,59,217,18,180,3
769,769,3,3,88,16,8050,302,145,447,52,523,2
770,770,1,1,87,9,4620,451,48,499,28,464,1
771,771,2,4,87,34,2352,661,132,793,23,698,3
772,772,1,1,88,10,2174,64,54,118,25,106,1
773,773,-1,4,86,39,19894,284,230,514,50,591,1
774,774,2,1,86,18,6699,182,126,308,35,308,1
775,775,2,3,87,27,14987,173,332,505,19,424,1
776,776,2,2,88,9,4004,252,7,259,28,241,1
777,777,4,3,85,11,12824,131,180,311,51,361,1
778,778,2,3,85,8,2331,106,39,145,6,103,1
779,779,3,3,85,9,5817,96,108,204,29,192,1
780,780,2,3,85,7,2989,116,72,188,18,156,1
781,781,3,3,85,6,3136,86,49,135,32,131,1
782,782,2,3,85,17,14434,221,121,342,35,342,1
783,783,1,1,87,12,2583,61,96,157,18,130,1
784,784,1,3,86,12,3647,132,89,221,5,155,2
785,785,3,7,86,13,8232,45,387,432,16,350,2
786,786,1,1,86,12,3276,55,112,167,12,129,2
787,787,1,4,87,8,2723,124,52,176,14,139,2
788,788,3,3,87,5,3472,120,126,246,15,197,2
789,789,1,2,87,6,1575,47,32,79,14,62,2
790,790,1,1,86,12,2926,126,107,233,23,205,2
791,791,3,2,86,6,1876,101,45,146,15,117,2
792,792,1,1,86,5,2520,78,99,177,14,140,1
793,793,4,7,86,13,1603,69,74,143,14,113,1
794,794,1,3,86,8,3626,194,97,291,35,291,2
795,795,2,-1,87,10,6783,224,110,334,28,309,2
796,796,2,4,87,15,11361,323,184,507,35,507,2
797,797,1,3,86,6,1267,42,31,73,27,67,2
798,798,1,2,87,5,2548,74,43,117,25,105,2
799,799,3,4,87,10,1155,101,57,158,9,117,2
800,800,0,4,86,6,546,97,42,139,6,99,3
801,801,2,3,84,13,2275,134,77,211,13,165,2
802,802,4,5,86,26,9100,482,227,709,26,645,2
803,803,0,2,84,6,595,213,73,286,6,203,3
804,804,0,-1,84,22,3941,139,143,282,22,245,2
805,805,2,3,86,24,13860,473,182,655,40,688,2
806,806,4,4,85,12,1400,229,169,398,39,414,3
807,807,4,3,83,12,2800,227,73,300,34,297,1
808,808,4,4,82,24,9520,395,193,588,40,617,1
809,809,4,3,86,12,5880,469,176,645,43,697,3
810,810,4,4,85,36,23940,886,241,1127,34,1116,1
811,811,1,4,85,12,5152,253,52,305,34,302,1
812,812,0,0,86,4,5635,197,124,321,33,315,1
813,813,4,4,85,1,805,40,60,100,18,83,1
814,814,0,0,86,5,3829,200,119,319,30,303,1
815,815,0,0,86,4,2149,140,94,234,24,208,1
816,816,0,0,86,4,2821,97,89,186,38,192,1
817,817,2,1,85,9,2569,119,42,161,25,145,2
818,818,1,2,83,13,3913,186,52,238,25,214,1
819,819,3,1,85,12,7854,172,88,260,30,247,1
820,820,3,4,83,4,2422,78,38,116,24,103,1
821,821,4,1,84,21,4067,167,99,266,24,237,1
822,822,2,1,84,17,9051,146,112,258,40,271,1
823,823,1,1,84,3,2282,33,72,105,19,88,1
824,824,3,4,85,8,4172,162,61,223,32,216,1
825,825,4,4,85,9,4977,223,121,344,28,320,1
826,826,3,2,85,8,1617,119,48,167,26,152,2
827,827,4,3,85,8,3192,57,43,100,43,108,1
828,828,4,4,86,14,3437,68,316,384,20,326,2
829,829,3,4,87,14,4494,9,386,395,21,340,2
830,830,4,2,86,5,840,58,34,92,29,86,1
831,831,4,4,86,12,14973,318,269,587,34,581,2
832,832,2,4,85,18,5180,88,170,258,34,255,1
833,833,2,4,86,5,5775,306,132,438,37,447,1
834,834,4,1,87,20,10577,304,78,382,39,397,1
835,835,1,4,86,8,3983,89,200,289,33,283,1
836,836,4,1,85,14,3164,86,230,316,33,310,1
837,837,2,0,86,6,3542,71,235,306,37,312,1
838,838,3,1,85,14,4277,148,324,472,39,491,1
839,839,4,4,85,16,7252,116,170,286,27,263,1
840,840,4,1,85,14,3948,175,277,452,37,461,1
841,841,4,3,86,6,3927,79,128,207,27,190,1
842,842,1,1,86,9,710,145,38,183,27,168,3
843,843,4,4,87,9,2429,174,78,252,41,267,3
844,844,1,1,85,5,6405,194,91,285,35,285,1
845,845,2,2,88,3,651,126,49,175,38,180,3
846,846,1,3,86,17,9135,317,119,436,34,432,2
847,847,2,4,87,11,1435,289,88,377,28,351,3
848,848,-1,-1,87,8,5922,260,144,404,24,360,1
849,849,1,4,88,4,847,158,59,217,18,180,3
850,850,3,3,88,16,8050,302,145,447,52,523,2
851,851,1,1,87,9,4620,451,48,499,28,464,1
852,852,2,4,87,34,2352,661,132,793,23,698,3
853,853,1,1,88,10,2174,64,54,118,25,106,1
854,854,-1,4,86,39,19894,284,230,514,50,591,1
855,855,2,1,86,18,6699,182,126,308,35,308,1
856,856,2,3,87,27,14987,173,332,505,19,424,1
857,857,2,2,88,9,4004,252,7,259,28,241,1
858,858,4,3,85,11,12824,131,180,311,51,361,1
859,859,2,3,85,8,2331,106,39,145,6,103,1
860,860,3,3,85,9,5817,96,108,204,29,192,1
861,861,2,3,85,7,2989,116,72,188,18,156,1
862,862,3,3,85,6,3136,86,49,135,32,131,1
863,863,2,3,85,17,14434,221,121,342,35,342,1
864,864,1,1,87,12,2583,61,96,157,18,130,1
865,865,1,3,86,12,3647,132,89,221,5,155,2
866,866,3,7,86,13,8232,45,387,432,16,350,2
867,867,1,1,86,12,3276,55,112,167,12,129,2
868,868,1,4,87,8,2723,124,52,176,14,139,2
869,869,3,3,87,5,3472,120,126,246,15,197,2
870,870,1,2,87,6,1575,47,32,79,14,62,2
871,871,1,1,86,12,2926,126,107,233,23,205,2
872,872,3,2,86,6,1876,101,45,146,15,117,2
873,873,1,1,86,5,2520,78,99,177,14,140,1
874,874,4,7,86,13,1603,69,74,143,14,113,1
875,875,1,3,86,8,3626,194,97,291,35,291,2
876,876,2,-1,87,10,6783,224,110,334,28,309,2
877,877,2,4,87,15,11361,323,184,507,35,507,2
878,878,1,3,86,6,1267,42,31,73,27,67,2
879,879,1,2,87,5,2548,74,43,117,25,105,2
880,880,3,4,87,10,1155,101,57,158,9,117,2
881,881,0,4,86,6,546,97,42,139,6,99,3
882,882,2,3,84,13,2275,134,77,211,13,165,2
883,883,4,5,86,26,9100,482,227,709,26,645,2
884,884,0,2,84,6,595,213,73,286,6,203,3
885,885,0,-1,84,22,3941,139,143,282,22,245,2
886,886,2,3,86,24,13860,473,182,655,40,688,2
887,887,4,4,85,12,1400,229,169,398,39,414,3
888,888,4,3,83,12,2800,227,73,300,34,297,1
889,889,4,4,82,24,9520,395,193,588,40,617,1
890,890,4,3,86,12,5880,469,176,645,43,697,3
891,891,4,4,85,36,23940,886,241,1127,34,1116,1
892,892,1,4,85,12,5152,253,52,305,34,302,1
893,893,0,0,86,4,5635,197,124,321,33,315,1
894,894,4,4,85,1,805,40,60,100,18,83,1
895,895,0,0,86,5,3829,200,119,319,30,303,1
896,896,0,0,86,4,2149,140,94,234,24,208,1
897,897,0,0,86,4,2821,97,89,186,38,192,1
898,898,2,1,85,9,2569,119,42,161,25,145,2
899,899,1,2,83,13,3913,186,52,238,25,214,1
900,900,3,1,85,12,7854,172,88,260,30,247,1
901,901,3,4,83,4,2422,78,38,116,24,103,1
902,902,4,1,84,21,4067,167,99,266,24,237,1
903,903,2,1,84,17,9051,146,112,258,40,271,1
904,904,1,1,84,3,2282,33,72,105,19,88,1
905,905,3,4,85,8,4172,162,61,223,32,216,1
906,906,4,4,85,9,4977,223,121,344,28,320,1
907,907,3,2,85,8,1617,119,48,167,26,152,2
908,908,4,3,85,8,3192,57,43,100,43,108,1
909,909,4,4,86,14,3437,68,316,384,20,326,2
910,910,3,4,87,14,4494,9,386,395,21,340,2
911,911,4,2,86,5,840,58,34,92,29,86,1
912,912,4,4,86,12,14973,318,269,587,34,581,2
913,913,2,4,85,18,5180,88,170,258,34,255,1
914,914,2,4,86,5,5775,306,132,438,37,447,1
915,915,4,1,87,20,10577,304,78,382,39,397,1
916,916,1,4,86,8,3983,89,200,289,33,283,1
917,917,4,1,85,14,3164,86,230,316,33,310,1
918,918,2,0,86,6,3542,71,235,306,37,312,1
919,919,3,1,85,14,4277,148,324,472,39,491,1
920,920,4,4,85,16,7252,116,170,286,27,263,1
921,921,4,1,85,14,3948,175,277,452,37,461,1
922,922,4,3,86,6,3927,79,128,207,27,190,1
923,923,1,1,86,9,710,145,38,183,27,168,3
924,924,4,4,87,9,2429,174,78,252,41,267,3
925,925,1,1,85,5,6405,194,91,285,35,285,1
926,926,2,2,88,3,651,126,49,175,38,180,3
927,927,1,3,86,17,9135,317,119,436,34,432,2
928,928,2,4,87,11,1435,289,88,377,28,351,3
929,929,-1,-1,87,8,5922,260,144,404,24,360,1
930,930,1,4,88,4,847,158,59,217,18,180,3
931,931,3,3,88,16,8050,302,145,447,52,523,2
932,932,1,1,87,9,4620,451,48,499,28,464,1
933,933,2,4,87,34,2352,661,132,793,23,698,3
934,934,1,1,88,10,2174,64,54,118,25,106,1
935,935,-1,4,86,39,19894,284,230,514,50,591,1
936,936,2,1,86,18,6699,182,126,308,35,308,1
937,937,2,3,87,27,14987,173,332,505,19,424,1
938,938,2,2,88,9,4004,252,7,259,28,241,1
939,939,4,3,85,11,12824,131,180,311,51,361,1
940,940,2,3,85,8,2331,106,39,145,6,103,1
941,941,3,3,85,9,5817,96,108,204,29,192,1
942,942,2,3,85,7,2989,116,72,188,18,156,1
943,943,3,3,85,6,3136,86,49,135,32,131,1
944,944,2,3,85,17,14434,221,121,342,35,342,1
945,945,1,1,87,12,2583,61,96,157,18,130,1
946,946,1,3,86,12,3647,132,89,221,5,155,2
947,947,3,7,86,13,8232,45,387,432,16,350,2
948,948,1,1,86,12,3276,55,112,167,12,129,2
949,949,1,4,87,8,2723,124,52,176,14,139,2
950,950,3,3,87,5,3472,120,126,246,15,197,2
951,951,1,2,87,6,1575,47,32,79,14,62,2
952,952,1,1,86,12,2926,126,107,233,23,205,2
953,953,3,2,86,6,1876,101,45,146,15,117,2
954,954,1,1,86,5,2520,78,99,177,14,140,1
955,955,4,7,86,13,1603,69,74,143,14,113,1
956,956,1,3,86,8,3626,194,97,291,35,291,2
957,957,2,-1,87,10,6783,224,110,334,28,309,2
958,958,2,4,87,15,11361,323,184,507,35,507,2
959,959,1,3,86,6,1267,42,31,73,27,67,2
960,960,1,2,87,5,2548,74,43,117,25,105,2
961,961,3,4,87,10,1155,101,57,158,9,117,2
962,962,0,4,86,6,546,97,42,139,6,99,3
963,963,2,3,84,13,2275,134,77,211,13,165,2
964,964,4,5,86,26,9100,482,227,709,26,645,2
965,965,0,2,84,6,595,213,73,286,6,203,3
966,966,0,-1,84,22,3941,139,143,282,22,245,2
967,967,2,3,86,24,13860,473,182,655,40,688,2
968,968,4,4,85,12,1400,229,169,398,39,414,3
969,969,4,3,83,12,2800,227,73,300,34,297,1
970,970,4,4,82,24,9520,395,193,588,40,617,1
971,971,4,3,86,12,5880,469,176,645,43,697,3
972,972,4,4,85,36,23940,886,241,1127,34,1116,1
973,973,1,4,85,12,5152,253,52,305,34,302,1
974,974,0,0,86,4,5635,197,124,321,33,315,1
975,975,4,4,85,1,805,40,60,100,18,83,1
976,976,0,0,86,5,3829,200,119,319,30,303,1
977,977,0,0,86,4,2149,140,94,234,24,208,1
978,978,0,0,86,4,2821,97,89,186,38,192,1
979,979,2,1,85,9,2569,119,42,161,25,145,2
980,980,1,2,83,13,3913,186,52,238,25,214,1
981,981,3,1,85,12,7854,172,88,260,30,247,1
982,982,3,4,83,4,2422,78,38,116,24,103,1
983,983,4,1,84,21,4067,167,99,266,24,237,1
984,984,2,1,84,17,9051,146,112,258,40,271,1
985,985,1,1,84,3,2282,33,72,105,19,88,1
986,986,3,4,85,8,4172,162,61,223,32,216,1
987,987,4,4,85,9,4977,223,121,344,28,320,1
988,988,3,2,85,8,1617,119,48,167,26,152,2
989,989,4,3,85,8,3192,57,43,100,43,108,1
990,990,4,4,86,14,3437,68,316,384,20,326,2
991,991,3,4,87,14,4494,9,386,395,21,340,2
992,992,4,2,86,5,840,58,34,92,29,86,1
993,993,4,4,86,12,14973,318,269,587,34,581,2
994,994,2,4,85,18,5180,88,170,258,34,255,1
995,995,2,4,86,5,5775,306,132,438,37,447,1
996,996,4,1,87,20,10577,304,78,382,39,397,1
997,997,1,4,86,8,3983,89,200,289,33,283,1
998,998,4,1,85,14,3164,86,230,316,33,310,1
999,999,2,0,86,6,3542,71,235,306,37,312,1
1000,1000,1,4,85,12,5152,253,52,305,34,302,1
1001,1001,0,0,86,4,5635,197,124,321,33,315,1
1002,1002,4,4,85,1,805,40,60,100,18,83,1
1003,1003,0,0,86,5,3829,200,119,319,30,303,1
1004,1004,0,0,86,4,2149,140,94,234,24,208,1
1005,1005,0,0,86,4,2821,97,89,186,38,192,1
1006,1006,2,1,85,9,2569,119,42,161,25,145,2
1007,1007,1,2,83,13,3913,186,52,238,25,214,1
1008,1008,3,1,85,12,7854,172,88,260,30,247,1
1009,1009,3,4,83,4,2422,78,38,116,24,103,1
1010,1010,4,1,84,21,4067,167,99,266,24,237,1
1011,1011,2,1,84,17,9051,146,112,258,40,271,1
1012,1012,1,1,84,3,2282,33,72,105,19,88,1
1013,1013,3,4,85,8,4172,162,61,223,32,216,1
1014,1014,4,4,85,9,4977,223,121,344,28,320,1
1015,1015,3,2,85,8,1617,119,48,167,26,152,2
1016,1016,4,3,85,8,3192,57,43,100,43,108,1
1017,1017,4,4,86,14,3437,68,316,384,20,326,2
1018,1018,3,4,87,14,4494,9,386,395,21,340,2
1019,1019,4,2,86,5,840,58,34,92,29,86,1
1020,1020,4,4,86,12,14973,318,269,587,34,581,2
1021,1021,2,4,85,18,5180,88,170,258,34,255,1
1022,1022,2,4,86,5,5775,306,132,438,37,447,1
1023,1023,4,1,87,20,10577,304,78,382,39,397,1
1024,1024,1,4,86,8,3983,89,200,289,33,283,1
1025,1025,4,1,85,14,3164,86,230,316,33,310,1
1026,1026,2,0,86,6,3542,71,235,306,37,312,1
1027,1027,3,1,85,14,4277,148,324,472,39,491,1
